pair,median_rank_historical,overall_rank_historical,n_donors_historical,median_rank_corrected,overall_rank_corrected,n_donors_corrected,resource
FGF13 to FGFR1,117.5,105.0,26.0,92.0,81.0,22.0,italk
FGF13 to FGFR4,536.0,533.0,14.0,366.5,397.0,12.0,italk
FGF14 to FGFR1,5.5,2.0,26.0,4.0,1.0,22.0,italk
FGF14 to FGFR4,538.0,534.0,14.0,368.0,401.0,12.0,italk
FGF18 to FGFR1,337.0,347.0,17.0,340.0,372.0,15.0,italk
FGF2 to CD44,342.0,355.0,16.0,,,,italk
FGF2 to FGFR1,343.0,359.0,16.0,,,,italk
FGF2 to NRP1,343.5,360.0,16.0,,,,italk
FGF2 to SDC2,345.0,362.0,16.0,,,,italk
FGF2 to SDC4,447.5,493.0,14.0,,,,italk
FN1 to C5AR1,353.5,381.0,24.0,334.5,368.0,20.0,italk
FN1 to CD44,21.0,19.0,26.0,24.0,21.0,22.0,italk
FN1 to COL13A1,527.0,525.0,13.0,,,,italk
FN1 to IL17RC,385.0,424.0,19.0,403.0,438.0,17.0,italk
FN1 to ITGA2,353.0,377.0,21.0,290.5,314.0,18.0,italk
FN1 to ITGA5,170.0,172.0,24.0,170.0,149.0,20.0,italk
FN1 to ITGA8,46.0,34.0,23.0,57.0,43.0,19.0,italk
FN1 to ITGA9,202.5,199.0,26.0,204.0,195.0,22.0,italk
FN1 to ITGAV,64.5,48.0,26.0,63.5,47.0,22.0,italk
FN1 to ITGB1,69.5,53.0,26.0,75.0,58.0,22.0,italk
FN1 to ITGB8,275.0,271.0,24.0,269.0,272.0,20.0,italk
FN1 to NT5E,263.0,255.0,23.0,288.0,301.0,21.0,italk
FN1 to PLAUR,97.0,78.0,26.0,97.5,86.0,22.0,italk
FN1 to SDC2,70.5,55.0,26.0,72.5,54.0,22.0,italk
FST to BMPR2,427.0,472.0,14.0,,,,italk
GAS6 to AXL,80.0,59.0,26.0,86.0,73.0,22.0,italk
GAS6 to MERTK,429.5,473.0,20.0,344.0,374.0,17.0,italk
GDF11 to ACVR1B,411.0,454.0,13.0,,,,italk
GDF11 to ACVR2A,388.0,429.0,14.0,,,,italk
GNAI2 to ADCY9,290.0,288.0,26.0,292.5,316.0,22.0,italk
GNAI2 to C5AR1,345.5,363.0,24.0,344.5,375.0,20.0,italk
GNAI2 to CAV1,168.5,171.0,26.0,145.0,135.0,22.0,italk
GNAI2 to EDNRA,254.0,244.0,23.0,219.0,213.0,19.0,italk
GNAI2 to EGFR,131.0,128.0,26.0,110.5,101.0,22.0,italk
GNAI2 to F2R,351.0,372.0,20.0,319.0,354.0,17.0,italk
GNAI2 to IGF1R,151.0,156.0,26.0,124.0,115.0,22.0,italk
GNAI2 to PTPRU,340.0,351.0,23.0,351.5,380.0,20.0,italk
GNAI2 to S1PR3,365.5,398.0,14.0,356.0,382.0,11.0,italk
GNAI2 to UNC5B,530.0,527.0,13.0,,,,italk
GNAS to ADCY9,227.0,217.0,26.0,277.5,285.0,22.0,italk
GNAS to PTGIR,351.5,373.0,20.0,328.0,362.0,16.0,italk
GPC3 to CD81,260.5,252.0,26.0,212.5,203.0,22.0,italk
GPC3 to IGF1R,257.5,248.0,26.0,220.0,215.0,22.0,italk
GPI to AMFR,310.5,311.0,26.0,301.0,322.0,22.0,italk
HBEGF to CD44,109.0,91.0,26.0,97.5,87.0,22.0,italk
HBEGF to CD82,288.0,286.0,23.0,281.0,293.0,19.0,italk
HBEGF to CD9,183.5,184.0,26.0,153.0,143.0,22.0,italk
HBEGF to EGFR,139.0,140.0,26.0,112.0,103.0,22.0,italk
HBEGF to ERBB4,285.0,281.0,21.0,351.0,379.0,19.0,italk
HLA-A to APLP2,20.0,18.0,26.0,17.5,15.0,22.0,italk
HLA-B to CANX,51.5,38.0,26.0,47.0,34.0,22.0,italk
HLA-DRB1 to CD4,345.0,361.0,23.0,306.0,333.0,19.0,italk
HLA-E to SLC16A4,378.0,416.0,21.0,396.5,430.0,18.0,italk
HMGB1 to THBD,334.0,342.0,21.0,356.5,385.0,18.0,italk
HRAS to AGTR1,363.0,395.0,17.0,366.5,398.0,16.0,italk
HRAS to CAV1,265.0,260.0,25.0,265.0,265.0,22.0,italk
HRAS to INSR,310.0,310.0,25.0,311.0,340.0,22.0,italk
HRAS to SDC2,267.0,265.0,25.0,262.0,264.0,22.0,italk
HSP90AA1 to EGFR,5.5,3.0,26.0,4.0,2.0,22.0,italk
HSP90B1 to LRP1,34.0,28.0,26.0,29.5,24.0,22.0,italk
HSPG2 to COL13A1,530.0,528.0,13.0,,,,italk
HSPG2 to ITGA2,436.0,481.0,21.0,344.5,376.0,18.0,italk
HSPG2 to ITGB1,127.0,124.0,26.0,112.5,104.0,22.0,italk
HSPG2 to PTPRS,97.5,79.0,26.0,72.5,55.0,22.0,italk
ICAM1 to CAV1,261.0,253.0,25.0,224.0,217.0,21.0,italk
ICAM1 to EGFR,264.0,256.0,25.0,231.0,227.0,21.0,italk
IGFBP4 to LRP6,373.0,409.0,21.0,366.0,396.0,17.0,italk
IL15 to IL15RA,350.5,371.0,24.0,367.5,400.0,20.0,italk
IL16 to CD4,357.0,387.0,23.0,318.0,352.0,19.0,italk
IL16 to KCND2,441.0,484.0,19.0,378.0,415.0,17.0,italk
IL18 to IL1RAPL1,362.0,394.0,22.0,369.0,402.0,18.0,italk
IL1RN to IL1R1,339.0,348.0,17.0,310.0,339.0,15.0,italk
IL6 to F3,359.0,388.0,21.0,357.0,387.0,14.0,italk
IL6 to IL6R,450.0,498.0,15.0,477.0,494.0,11.0,italk
IL6 to IL6ST,319.0,323.0,21.0,354.5,381.0,14.0,italk
INHBB to ACVR1,420.5,464.0,22.0,371.0,406.0,19.0,italk
INHBB to ACVR1B,352.0,374.0,23.0,362.5,393.0,20.0,italk
INHBB to ACVR2A,317.0,321.0,25.0,288.0,302.0,21.0,italk
ITGB3BP to ITGB5,212.0,205.0,26.0,190.5,175.0,22.0,italk
JAG1 to NOTCH2,177.0,178.0,26.0,185.0,168.0,22.0,italk
JAG1 to NOTCH3,470.0,509.0,14.0,490.0,499.0,12.0,italk
JAG2 to NOTCH2,339.0,350.0,18.0,408.0,446.0,16.0,italk
LAMA1 to GPC1,480.0,510.0,19.0,384.0,423.0,16.0,italk
LAMA1 to ITGA1,368.0,401.0,25.0,372.0,409.0,21.0,italk
LAMA1 to ITGA2,547.5,537.0,20.0,385.0,424.0,17.0,italk
LAMA1 to ITGB1,359.0,389.0,25.0,374.0,411.0,21.0,italk
LAMA1 to ITGB8,467.0,508.0,23.0,387.0,425.0,19.0,italk
LAMA1 to NT5E,386.5,427.0,22.0,387.5,426.0,20.0,italk
LAMA1 to RPSA,376.0,412.0,25.0,377.0,413.0,21.0,italk
LAMA1 to SDC2,372.0,408.0,25.0,378.0,416.0,21.0,italk
LAMA1 to SDC4,422.0,467.0,22.0,392.0,427.0,18.0,italk
LAMA2 to ITGA1,141.0,142.0,26.0,129.0,123.0,22.0,italk
LAMA2 to ITGA2,413.0,459.0,21.0,303.5,327.0,18.0,italk
LAMA2 to ITGB1,131.0,129.0,26.0,108.5,99.0,22.0,italk
LAMA2 to RPSA,58.5,44.0,26.0,50.0,37.0,22.0,italk
LAMA3 to SDC2,117.5,103.0,26.0,88.0,77.0,22.0,italk
LAMA4 to ITGAV,142.5,144.0,24.0,370.5,405.0,20.0,italk
LAMA4 to ITGB1,153.0,158.0,24.0,371.5,408.0,20.0,italk
LAMA5 to ITGA2,366.0,400.0,21.0,313.5,342.0,18.0,italk
LAMA5 to ITGB1,144.5,146.0,26.0,143.0,133.0,22.0,italk
LAMB1 to ITGA1,178.0,180.0,21.0,292.5,317.0,18.0,italk
LAMB1 to ITGA2,406.5,447.0,16.0,366.5,399.0,14.0,italk
LAMB1 to ITGAV,176.0,177.0,21.0,266.5,268.0,18.0,italk
LAMB1 to ITGB1,164.0,165.0,21.0,267.5,270.0,18.0,italk
LAMB2 to RPSA,87.0,67.0,25.0,89.5,80.0,22.0,italk
LAMB3 to CD151,104.5,89.0,26.0,81.0,67.0,22.0,italk
LAMB3 to ITGA2,402.0,445.0,21.0,333.0,366.0,18.0,italk
LAMB3 to ITGB1,86.5,66.0,26.0,68.5,50.0,22.0,italk
LAMC1 to ITGA1,120.5,110.0,26.0,106.5,94.0,22.0,italk
LAMC1 to ITGA2,305.0,305.0,21.0,269.5,273.0,18.0,italk
LAMC1 to ITGAV,105.0,90.0,26.0,87.5,75.0,22.0,italk
LAMC1 to ITGB1,96.5,77.0,26.0,89.0,78.0,22.0,italk
LAMC2 to CD151,117.0,99.0,26.0,92.0,82.0,22.0,italk
LAMC2 to ITGA2,310.0,309.0,21.0,259.5,261.0,18.0,italk
LAMC2 to ITGB1,101.0,85.0,26.0,86.0,74.0,22.0,italk
LGALS3BP to ITGB1,82.5,60.0,26.0,71.5,52.0,22.0,italk
LIF to IL6ST,130.0,126.0,20.0,112.5,105.0,18.0,italk
LIF to LIFR,353.0,376.0,18.0,392.5,429.0,16.0,italk
LIN7C to ABCA1,331.0,339.0,21.0,343.0,373.0,19.0,italk
LIPH to LPAR1,58.5,43.0,26.0,50.0,38.0,22.0,italk
LPL to CD44,291.0,290.0,24.0,399.0,431.0,19.0,italk
LPL to LRP1,306.5,306.0,24.0,400.0,432.0,19.0,italk
LRP1B to PLAUR,288.5,287.0,26.0,277.5,286.0,22.0,italk
LRPAP1 to LDLR,316.0,318.0,23.0,324.0,360.0,20.0,italk
LRPAP1 to LRP1,98.5,80.0,26.0,80.5,66.0,22.0,italk
LRPAP1 to SORT1,463.0,505.0,22.0,403.0,439.0,18.0,italk
LTBP1 to ITGB5,124.5,118.0,26.0,176.0,156.0,22.0,italk
LTBP3 to ITGB5,258.0,249.0,26.0,236.0,233.0,22.0,italk
LTF to LRP1,85.5,64.0,22.0,75.0,59.0,19.0,italk
LTF to TFRC,355.5,384.0,22.0,365.0,395.0,19.0,italk
MDK to ITGB1,73.5,56.0,26.0,61.0,45.0,22.0,italk
MDK to LRP1,34.5,29.0,26.0,22.0,18.0,22.0,italk
MDK to SDC3,483.0,511.0,16.0,405.5,443.0,14.0,italk
MDK to SDC4,372.0,407.0,23.0,356.0,383.0,19.0,italk
MELTF to TFRC,346.5,365.0,18.0,392.0,428.0,15.0,italk
MFGE8 to ITGAV,124.0,116.0,26.0,225.0,221.0,22.0,italk
MFGE8 to PDGFRB,183.5,185.0,26.0,277.5,287.0,22.0,italk
MMP1 to CD44,366.0,399.0,14.0,413.0,448.0,13.0,italk
MMP1 to ITGA2,,,,471.0,490.0,11.0,italk
MMP13 to LRP1,408.5,449.0,14.0,456.0,481.0,13.0,italk
MMP2 to SDC2,297.0,299.0,17.0,313.5,343.0,14.0,italk
MMP7 to CD151,87.0,68.0,24.0,77.0,61.0,21.0,italk
MMP7 to CD44,16.5,12.0,24.0,14.0,10.0,21.0,italk
MMP7 to ERBB4,298.0,300.0,19.0,361.5,392.0,18.0,italk
NAMPT to INSR,124.5,119.0,26.0,107.5,95.0,22.0,italk
NCAM1 to CACNA1C,401.0,444.0,14.0,370.0,403.0,12.0,italk
NCAM1 to FGFR1,410.5,452.0,14.0,371.0,407.0,12.0,italk
NCAM1 to GFRA1,421.0,466.0,13.0,427.0,457.0,11.0,italk
NCAM1 to PTPRA,410.0,451.0,14.0,373.0,410.0,12.0,italk
NCAM1 to ROBO1,412.0,457.0,14.0,374.0,412.0,12.0,italk
NID1 to ITGAV,91.0,70.0,19.0,,,,italk
NID1 to ITGB1,74.0,57.0,19.0,,,,italk
NLGN1 to NRXN2,343.0,358.0,13.0,,,,italk
NLGN1 to NRXN3,328.0,335.0,23.0,402.5,436.0,20.0,italk
NPNT to ITGA8,77.0,58.0,23.0,72.0,53.0,19.0,italk
NPNT to ITGB1,113.5,97.0,26.0,107.5,96.0,22.0,italk
NRG1 to ERBB4,241.0,229.0,21.0,400.0,433.0,19.0,italk
NRG1 to GPC1,354.5,383.0,20.0,361.0,389.0,17.0,italk
NRG2 to ERBB4,431.0,474.0,21.0,434.0,465.0,19.0,italk
NRG3 to ERBB4,314.5,314.0,16.0,426.0,456.0,14.0,italk
NRG4 to EGFR,123.5,114.0,26.0,95.5,84.0,22.0,italk
NRG4 to ERBB4,313.0,313.0,21.0,405.0,442.0,19.0,italk
NTN1 to NEO1,235.0,222.0,25.0,201.5,191.0,22.0,italk
NTN1 to UNC5B,528.0,526.0,13.0,,,,italk
NTN1 to UNC5C,96.0,76.0,26.0,80.0,64.0,22.0,italk
NTN1 to UNC5D,368.5,403.0,18.0,421.0,451.0,15.0,italk
NUCB2 to ERAP1,359.0,390.0,24.0,422.0,452.0,21.0,italk
OLFM2 to ROBO2,253.0,240.0,21.0,253.0,248.0,17.0,italk
OMG to LINGO1,364.5,397.0,18.0,381.5,419.0,16.0,italk
PAPLN to SIRPA,377.0,414.0,15.0,474.0,492.0,13.0,italk
PDAP1 to PDGFRB,229.0,219.0,26.0,215.0,206.0,22.0,italk
PDGFA to PDGFRB,232.0,221.0,25.0,256.0,255.0,20.0,italk
PDGFC to PDGFRB,216.0,208.0,26.0,170.5,150.0,22.0,italk
PDGFD to PDGFRB,308.0,308.0,15.0,356.0,384.0,13.0,italk
PGF to NRP1,449.0,495.0,13.0,,,,italk
PIP to CD4,423.5,469.0,22.0,377.5,414.0,18.0,italk
PIP to NPTN,294.0,297.0,25.0,294.0,318.0,21.0,italk
PKM to CD44,16.5,14.0,26.0,11.5,7.0,22.0,italk
PLA2G10 to PLA2R1,427.0,471.0,21.0,417.0,450.0,18.0,italk
PLAT to LRP1,323.5,329.0,20.0,383.0,421.0,12.0,italk
PLAU to IGF2R,245.5,233.0,24.0,239.0,237.0,20.0,italk
PLAU to ITGA5,320.0,325.0,22.0,304.0,328.0,18.0,italk
PLAU to ITGAV,180.0,182.0,24.0,127.5,122.0,20.0,italk
PLAU to ITGB1,188.5,189.0,24.0,147.0,137.0,20.0,italk
PLAU to ITGB5,239.5,226.0,24.0,196.0,186.0,20.0,italk
PLAU to LRP1,119.0,108.0,24.0,92.5,83.0,20.0,italk
PLAU to MRC2,173.5,175.0,24.0,136.5,127.0,20.0,italk
PLAU to PLAUR,186.0,187.0,24.0,169.0,148.0,20.0,italk
PLTP to ABCA1,400.0,442.0,23.0,422.0,453.0,19.0,italk
PROS1 to AXL,141.0,141.0,26.0,125.5,118.0,22.0,italk
PRSS23 to TMEM222,423.0,468.0,21.0,427.0,458.0,19.0,italk
PSAP to LRP1,19.5,17.0,26.0,16.0,13.0,22.0,italk
PSAP to SORT1,447.0,492.0,22.0,444.5,476.0,18.0,italk
PSEN1 to CD44,56.0,42.0,26.0,45.5,33.0,22.0,italk
PSEN1 to NCSTN,302.5,303.0,24.0,461.5,485.0,20.0,italk
PSEN1 to NOTCH2,165.5,167.0,26.0,122.0,114.0,22.0,italk
PSEN1 to NOTCH3,534.5,532.0,14.0,556.0,515.0,12.0,italk
PTDSS1 to JMJD6,398.0,441.0,20.0,436.5,466.0,18.0,italk
PTGS2 to CAV1,151.0,153.0,26.0,149.0,139.0,21.0,italk
PTN to PLXNB2,546.0,536.0,15.0,,,,italk
PTN to PTPRS,330.5,337.0,18.0,499.0,502.0,12.0,italk
RGMA to BMPR1B,396.5,438.0,14.0,437.0,467.0,12.0,italk
RGMA to BMPR2,371.0,406.0,21.0,379.0,418.0,18.0,italk
RGMA to NEO1,396.0,437.0,21.0,425.0,455.0,18.0,italk
RGMB to BMPR1B,,,,492.0,500.0,11.0,italk
RGMB to BMPR2,393.0,435.0,18.0,453.0,479.0,16.0,italk
RGMB to NEO1,418.0,463.0,17.0,454.0,480.0,16.0,italk
RIMS1 to CACNA1C,44.0,33.0,25.0,40.5,28.0,22.0,italk
RIMS2 to ABCA1,325.0,333.0,21.0,364.0,394.0,19.0,italk
RPS19 to C5AR1,298.5,301.0,24.0,443.0,474.0,20.0,italk
RTN4 to LINGO1,285.5,283.0,18.0,400.0,434.0,16.0,italk
RTN4 to TNFRSF19,453.0,501.0,20.0,441.0,472.0,17.0,italk
SCGB1A1 to LMBR1L,550.5,539.0,14.0,525.0,507.0,12.0,italk
SCGB3A1 to MARCO,284.0,280.0,19.0,428.0,459.0,15.0,italk
SCGB3A2 to MARCO,293.0,295.0,19.0,429.0,460.0,15.0,italk
SEMA3A to NRP1,183.0,183.0,26.0,176.5,158.0,22.0,italk
SEMA3A to NRP2,415.0,461.0,21.0,401.0,435.0,19.0,italk
SEMA3A to PLXNA2,264.0,257.0,25.0,305.0,331.0,21.0,italk
SEMA3A to PLXNA4,384.5,423.0,22.0,437.5,469.0,20.0,italk
SEMA3B to NRP1,138.0,137.0,25.0,133.0,124.0,21.0,italk
SEMA3B to NRP2,336.5,344.0,20.0,322.5,358.0,18.0,italk
SEMA3C to NRP1,60.0,46.0,26.0,50.5,40.0,22.0,italk
SEMA3C to NRP2,271.0,268.0,21.0,253.0,249.0,19.0,italk
SEMA3C to PLXND1,486.0,513.0,19.0,476.0,493.0,17.0,italk
SEMA3E to NRP1,190.5,191.0,26.0,189.0,173.0,22.0,italk
SEMA3E to PLXND1,500.0,517.0,19.0,478.0,495.0,17.0,italk
SEMA3F to NRP1,354.0,382.0,17.0,439.0,470.0,15.0,italk
SEMA3F to NRP2,513.5,522.0,14.0,488.0,498.0,12.0,italk
SEMA4A to PLXND1,438.0,482.0,19.0,479.0,496.0,17.0,italk
SEMA4B to DCBLD2,268.0,266.0,25.0,288.0,303.0,21.0,italk
SEMA4C to PLXNB2,484.5,512.0,16.0,473.0,491.0,14.0,italk
SEMA4D to PLXNB2,435.5,480.0,18.0,482.0,497.0,17.0,italk
SEMA6A to PLXNA2,359.0,392.0,23.0,439.0,471.0,20.0,italk
SEMA6A to PLXNA4,462.0,504.0,21.0,510.0,505.0,19.0,italk
SEMA6D to TYROBP,353.0,378.0,24.0,499.0,503.0,18.0,italk
SERPINA1 to LRP1,33.0,27.0,26.0,23.0,20.0,22.0,italk
SERPINE1 to ITGAV,136.0,134.0,22.0,173.0,152.0,17.0,italk
SERPINE1 to ITGB5,218.5,211.0,22.0,224.0,218.0,17.0,italk
SERPINE1 to LRP1,100.0,82.0,22.0,127.0,120.0,17.0,italk
SERPINE1 to PLAUR,185.0,186.0,22.0,218.0,210.0,17.0,italk
SERPINE2 to LRP1,319.0,322.0,15.0,402.5,437.0,12.0,italk
SERPING1 to LRP1,31.5,25.0,26.0,105.5,93.0,22.0,italk
SFTPD to LY96,330.0,336.0,23.0,431.0,462.0,20.0,italk
SLIT2 to GPC1,342.5,357.0,20.0,424.0,454.0,17.0,italk
SLIT2 to ROBO1,118.5,106.0,26.0,121.0,113.0,22.0,italk
SLIT2 to ROBO2,47.5,35.0,26.0,76.5,60.0,22.0,italk
SLIT3 to ROBO2,15.0,7.0,22.0,452.5,478.0,16.0,italk
SLPI to CD4,340.0,352.0,23.0,414.0,449.0,19.0,italk
SORBS1 to INSR,174.5,176.0,26.0,215.0,207.0,21.0,italk
SORBS1 to ITGA1,138.0,136.0,26.0,184.0,167.0,21.0,italk
SORBS1 to ITGB5,144.0,145.0,26.0,176.0,157.0,21.0,italk
SPINK1 to EGFR,291.5,292.0,14.0,289.0,307.0,13.0,italk
SPP1 to CD44,177.0,179.0,19.0,164.0,147.0,17.0,italk
SPP1 to ITGA5,324.0,331.0,18.0,315.5,349.0,16.0,italk
SPP1 to ITGA9,331.0,338.0,19.0,458.0,482.0,17.0,italk
SPP1 to ITGAV,217.0,209.0,19.0,212.0,202.0,17.0,italk
SPP1 to ITGB1,239.0,225.0,19.0,213.0,204.0,17.0,italk
TCTN1 to TMEM67,530.5,529.0,16.0,548.0,514.0,14.0,italk
TFPI to F3,123.0,113.0,26.0,193.5,181.0,22.0,italk
TFPI to LRP1,83.5,62.0,26.0,137.0,129.0,22.0,italk
TFPI to SDC4,324.0,330.0,23.0,432.0,463.0,19.0,italk
TGFA to EGFR,264.5,259.0,24.0,332.0,365.0,21.0,italk
TGFA to ERBB4,376.0,413.0,20.0,494.0,501.0,18.0,italk
TGFB1 to ACVRL1,275.0,272.0,23.0,304.5,330.0,20.0,italk
TGFB1 to CAV1,170.5,174.0,26.0,151.0,142.0,22.0,italk
TGFB1 to CD109,370.0,405.0,21.0,462.0,486.0,19.0,italk
TGFB1 to ENG,218.0,210.0,26.0,179.5,164.0,22.0,italk
TGFB1 to ITGAV,168.0,170.0,26.0,135.5,126.0,22.0,italk
TGFB1 to ITGB8,292.0,294.0,24.0,358.5,388.0,20.0,italk
TGFB1 to SDC2,151.0,155.0,26.0,127.0,121.0,22.0,italk
TGFB1 to TGFBR1,258.0,250.0,26.0,256.0,256.0,22.0,italk
TGFB1 to TGFBR2,149.5,152.0,26.0,103.0,90.0,22.0,italk
TGFB1 to TGFBR3,115.0,98.0,26.0,84.5,72.0,22.0,italk
TGFB2 to ACVR1,349.0,368.0,23.0,463.0,487.0,19.0,italk
TGFB2 to ENG,215.5,207.0,26.0,172.0,151.0,21.0,italk
TGFB2 to TGFBR1,251.0,238.0,26.0,277.0,283.0,21.0,italk
TGFB2 to TGFBR2,121.5,111.0,26.0,104.0,91.0,21.0,italk
TGFB2 to TGFBR3,95.0,75.0,26.0,89.0,79.0,21.0,italk
TGM2 to ITGA9,296.5,298.0,24.0,361.0,390.0,20.0,italk
TGM2 to ITGB1,127.0,125.0,24.0,147.5,138.0,20.0,italk
TGM2 to SDC4,347.0,366.0,21.0,437.0,468.0,17.0,italk
THBS1 to CD47,198.5,197.0,26.0,194.5,183.0,22.0,italk
THBS1 to ITGB1,145.0,147.0,26.0,150.5,140.0,22.0,italk
THBS1 to LRP1,94.5,74.0,26.0,101.5,88.0,22.0,italk
THBS1 to LRP5,450.0,497.0,18.0,519.0,506.0,15.0,italk
THBS1 to SDC4,323.0,328.0,23.0,443.0,475.0,19.0,italk
TIMP1 to CD63,1.5,1.0,26.0,13.5,9.0,22.0,italk
TIMP2 to ITGB1,139.0,138.0,26.0,146.0,136.0,21.0,italk
TNC to CNTN1,533.0,530.0,13.0,600.0,517.0,11.0,italk
TNC to EGFR,89.0,69.0,26.0,68.0,49.0,20.0,italk
TNC to ITGA2,443.0,489.0,21.0,458.0,483.0,16.0,italk
TNC to ITGA5,253.5,242.0,24.0,193.5,182.0,18.0,italk
TNC to ITGA8,101.0,84.0,23.0,67.0,48.0,17.0,italk
TNC to ITGA9,254.0,243.0,26.0,214.5,205.0,20.0,italk
TNC to ITGAV,110.0,92.0,26.0,83.0,70.0,20.0,italk
TNC to ITGB1,124.5,117.0,26.0,101.5,89.0,20.0,italk
TNC to NT5E,316.0,320.0,23.0,403.0,440.0,19.0,italk
TNC to SDC4,333.0,341.0,23.0,446.0,477.0,17.0,italk
TNFSF10 to TNFRSF10B,229.0,220.0,26.0,236.5,234.0,22.0,italk
TNFSF10 to TNFRSF10D,412.0,456.0,17.0,533.5,508.0,16.0,italk
TNFSF12 to TNFRSF12A,444.0,490.0,13.0,,,,italk
TNFSF14 to LTBR,397.5,440.0,18.0,534.5,509.0,16.0,italk
TNFSF14 to TNFRSF14,496.0,515.0,13.0,593.5,516.0,12.0,italk
UBA52 to ACVR1,337.0,345.0,23.0,465.5,488.0,20.0,italk
UBA52 to AGTR1,380.0,418.0,17.0,508.0,504.0,16.0,italk
UBA52 to BMPR1B,315.5,317.0,16.0,441.0,473.0,15.0,italk
UBA52 to EGFR,15.0,9.0,26.0,11.5,8.0,22.0,italk
UBA52 to TGFBR1,163.0,164.0,26.0,133.5,125.0,22.0,italk
UBA52 to TGFBR2,16.5,13.0,26.0,16.0,14.0,22.0,italk
VCAN to CD44,170.0,173.0,19.0,260.0,262.0,17.0,italk
VCAN to EGFR,227.0,218.0,19.0,224.0,219.0,17.0,italk
VCAN to ITGB1,246.0,234.0,19.0,265.0,266.0,17.0,italk
VEGFA to EGFR,120.0,109.0,25.0,84.0,71.0,21.0,italk
VEGFA to EPHB2,386.5,428.0,22.0,540.5,511.0,18.0,italk
VEGFA to GPC1,370.0,404.0,19.0,466.0,489.0,16.0,italk
VEGFA to ITGA9,253.0,241.0,25.0,255.0,253.0,21.0,italk
VEGFA to ITGAV,124.0,115.0,25.0,105.0,92.0,21.0,italk
VEGFA to ITGB1,117.0,100.0,25.0,126.0,119.0,21.0,italk
VEGFA to NRP1,125.0,120.0,25.0,125.0,117.0,21.0,italk
VEGFA to NRP2,320.0,324.0,20.0,430.5,461.0,18.0,italk
VEGFA to SIRPA,292.0,293.0,24.0,406.5,444.0,20.0,italk
VEGFB to NRP1,255.0,247.0,25.0,246.0,241.0,21.0,italk
VIM to CD44,6.5,4.0,26.0,20.5,16.0,22.0,italk
VWF to SIRPA,457.5,503.0,16.0,627.0,518.0,13.0,italk
WNT5A to FZD1,489.0,514.0,13.0,,,,italk
WNT5A to ROR1,267.0,264.0,15.0,433.5,464.0,12.0,italk
WNT5A to ROR2,283.0,279.0,15.0,383.0,422.0,12.0,italk
WNT5A to RYK,352.0,375.0,15.0,460.0,484.0,12.0,italk
WNT7B to FZD1,442.0,486.0,19.0,540.5,512.0,16.0,italk
WNT7B to LRP5,450.0,496.0,17.0,541.5,513.0,14.0,italk
ZP3 to EGFR,278.0,275.0,25.0,382.0,420.0,22.0,italk
ZP3 to MERTK,525.5,524.0,20.0,536.0,510.0,17.0,italk
