cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,242,6,6,1.0,0.05509641873278237,True,,0.27823691460055094,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,ADI_published_400,complete_published_marker_list_400,390,400,0.975,0.38888888888888884,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,242,390,400,0.975,0.3129688493324857,True,Cldn4;Krt8,0.07592003955640314,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,0.38573883161512024,False,,"external-study, previously analyzed; no neonatal arm",reference,242,388,398,0.9748743718592965,0.3137087841867598,True,,0.07203004742836044,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.276165347405453,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,242,379,400,0.9475,0.28305239974705076,True,Sftpc,-0.006887052341597755,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.27586206896551724,False,,"external-study, previously analyzed; no neonatal arm",reference,242,377,398,0.9472361809045227,0.28137536444746475,True,,-0.005513295481947511,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.3324607329842932,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,242,382,400,0.955,0.22980398944225694,True,Krt8,0.10265674354203624,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.33070866141732286,False,,"external-study, previously analyzed; no neonatal arm",reference,242,381,399,0.9548872180451128,0.22951779787857096,True,,0.1011908635387519,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.11564625850340135,False,,"external-study, previously analyzed; no neonatal arm",reference,242,196,199,0.9849246231155779,0.07425366840951256,True,,0.04139259009388879,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.07521367521367521,False,,"external-study, previously analyzed; no neonatal arm",reference,242,195,197,0.9898477157360406,0.048188175460902725,True,,0.027025499752772485,False
GSE262927,EEM-scRNA-158,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.1302876480541455,False,,"external-study, previously analyzed; no neonatal arm",reference,242,197,200,0.985,0.09772622393757606,True,,0.03256142411656944,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.6000000000000001,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,168,5,5,1.0,0.1261904761904762,True,Cldn4;Krt8,0.4738095238095239,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT1_early_panel,paper_marker_panel,3,3,1.0,0.4444444444444444,False,,"external-study, previously analyzed; no neonatal arm",reference,168,3,3,1.0,0.2341269841269841,True,,0.21031746031746032,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT1_late_panel,paper_marker_panel,4,4,1.0,0.08333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,168,4,4,1.0,0.2738095238095238,True,,-0.19047619047619047,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.4444444444444444,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,168,3,3,1.0,0.037698412698412696,True,Cldn4,0.40674603174603174,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,168,3,3,1.0,0.049603174603174593,True,,0.2837301587301587,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT2_common_panel,repository_marker_panel,8,8,1.0,0.25,False,,"external-study, previously analyzed; no neonatal arm",reference,168,8,8,1.0,0.7202380952380952,True,,-0.47023809523809523,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.5555555555555555,False,,"external-study, previously analyzed; no neonatal arm",reference,168,6,6,1.0,0.09623015873015872,True,,0.45932539682539675,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,ADI_published_400,complete_published_marker_list_400,390,400,0.975,0.4752136752136752,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,168,390,400,0.975,0.4065476190476191,True,Cldn4;Krt8,0.06866605616605609,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,0.472508591065292,False,,"external-study, previously analyzed; no neonatal arm",reference,168,388,398,0.9748743718592965,0.40740058910161997,True,,0.06510800196367206,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.22075637642919962,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,168,379,400,0.9475,0.3006816182937555,True,Sftpc,-0.07992524186455588,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.22104332449160033,False,,"external-study, previously analyzed; no neonatal arm",reference,168,377,398,0.9472361809045227,0.2989453075659972,True,,-0.07790198307439686,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.37521815008726,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,168,382,400,0.955,0.2838288456743954,True,Krt8,0.09138930441286458,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.373578302712161,False,,"external-study, previously analyzed; no neonatal arm",reference,168,381,399,0.9548872180451128,0.28330833645794273,True,,0.09026996625421829,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.1326530612244898,False,,"external-study, previously analyzed; no neonatal arm",reference,168,196,199,0.9849246231155779,0.10337706511175898,True,,0.029275996112730823,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.1247863247863248,False,,"external-study, previously analyzed; no neonatal arm",reference,168,195,197,0.9898477157360406,0.07518315018315018,True,,0.04960317460317462,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,3,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.19289340101522842,False,,"external-study, previously analyzed; no neonatal arm",reference,168,197,200,0.985,0.13246313753927966,True,,0.060430263475948764,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.6666666666666667,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,167,5,5,1.0,0.11137724550898202,True,Cldn4;Krt8,0.5552894211576848,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_early_panel,paper_marker_panel,3,3,1.0,0.3333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,167,3,3,1.0,0.20558882235528944,True,,0.12774451097804387,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_late_panel,paper_marker_panel,4,4,1.0,0.08333333333333333,False,,"external-study, previously analyzed; no neonatal arm",reference,167,4,4,1.0,0.26646706586826346,True,,-0.18313373253493015,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.4444444444444444,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,167,3,3,1.0,0.03193612774451098,True,Cldn4,0.41250831669993343,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.4444444444444444,False,,"external-study, previously analyzed; no neonatal arm",reference,167,3,3,1.0,0.03792415169660679,True,,0.40652029274783763,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_common_panel,repository_marker_panel,8,8,1.0,0.29166666666666663,False,,"external-study, previously analyzed; no neonatal arm",reference,167,8,8,1.0,0.7312874251497006,True,,-0.43962075848303395,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.6666666666666666,False,,"external-study, previously analyzed; no neonatal arm",reference,167,6,6,1.0,0.0908183632734531,True,,0.5758483033932136,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,ADI_published_400,complete_published_marker_list_400,390,400,0.975,0.4794871794871795,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,167,390,400,0.975,0.4067096576078612,True,Cldn4;Krt8,0.0727775218793183,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,0.4768041237113401,False,,"external-study, previously analyzed; no neonatal arm",reference,167,388,398,0.9748743718592965,0.4076640533366257,True,,0.06914007037471442,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.21635883905013192,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,167,379,400,0.9475,0.3015973330384087,True,Sftpc,-0.08523849398827676,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.21485411140583555,False,,"external-study, previously analyzed; no neonatal arm",reference,167,377,398,0.9472361809045227,0.2998141647739005,True,,-0.08496005336806495,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.3795811518324607,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,167,382,400,0.955,0.28206414396338214,True,Krt8,0.09751700786907858,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.3779527559055118,False,,"external-study, previously analyzed; no neonatal arm",reference,167,381,399,0.9548872180451128,0.28164144152639603,True,,0.09631131437911578,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.14285714285714285,False,,"external-study, previously analyzed; no neonatal arm",reference,167,196,199,0.9849246231155779,0.10479041916167665,True,,0.038066723695466195,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.1111111111111111,False,,"external-study, previously analyzed; no neonatal arm",reference,167,195,197,0.9898477157360406,0.07317672347612468,True,,0.037934387634986425,False
GSE262927,EEM-scRNA-162,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,6.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,3,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.1539763113367174,False,,"external-study, previously analyzed; no neonatal arm",reference,167,197,200,0.985,0.13052068451928628,True,,0.02345562681743113,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,61,5,5,1.0,0.13442622950819674,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,61,3,3,1.0,0.3005464480874317,True,,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,61,4,4,1.0,0.39344262295081966,True,,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,61,3,3,1.0,0.07650273224043716,True,Cldn4,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,61,3,3,1.0,0.054644808743169404,True,,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,61,8,8,1.0,0.6659836065573771,True,,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,61,6,6,1.0,0.1557377049180328,True,,,False
GSE262927,EEM-scRNA-166,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,0.0,homeostasis,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,61,390,400,0.975,0.4396805380411938,True,Cldn4;Krt8,,False
